Business Name,Phone,Street Address,Locality,Category,Rating
Players Sports Bar,(218) 624-7974,N/A,N/A,RestaurantsBar & GrillsBars,N/A
Burnt Onion Kitchen & Brews,(218) 865-8061,N/A,N/A,RestaurantsBrew PubsBars,N/A
Rhino's Pub,(218) 865-9983,N/A,N/A,RestaurantsBar & GrillsBars,N/A
Liquid Larry's,(218) 258-2211,N/A,N/A,RestaurantsCocktail LoungesBars,N/A
Good Ol Days Bar & Grill,(218) 753-6097,N/A,N/A,RestaurantsBar & GrillsBars,N/A
The Britt Lounge & Cafe,(218) 741-2035,N/A,N/A,RestaurantsBar & GrillsBars,N/A
Alpine Bar & Lounge,(218) 865-4360,N/A,N/A,RestaurantsCocktail LoungesBars,N/A
Rudy's Bar & Grill,(218) 229-3983,N/A,N/A,RestaurantsTavernsBars,N/A
Tom & Jerry's,(218) 254-9980,N/A,N/A,RestaurantsBar & GrillsLiquor Stores,N/A
T&T Dom,(218) 254-8048,N/A,N/A,RestaurantsBar & GrillsTaverns,N/A
Sidelines Sports Bar,(218) 254-3926,N/A,N/A,RestaurantsSports BarsBars,N/A
Thirsty Moose Bar & Grill,(218) 263-5283,N/A,N/A,RestaurantsTavernsBars,
Jim's Sport Club Bar & Grill,(218) 254-7320,N/A,N/A,RestaurantsBar & GrillsBars,N/A
Mary's Morsels & Catering,(218) 744-3323,N/A,N/A,RestaurantsCaterers,N/A
Goodfellas Bar & Grill,(218) 744-9974,N/A,N/A,RestaurantsBarsTaverns,N/A
Harold's Bar,(218) 744-4960,N/A,N/A,RestaurantsBanquet Halls & Reception FacilitiesCaterers,N/A
Deluxe Cafe,(218) 744-4960,N/A,N/A,RestaurantsCaterersBartending Service,N/A
Mac's Bar,(218) 735-8402,N/A,N/A,RestaurantsBars,N/A
K & B Drive In,(218) 744-2772,N/A,N/A,RestaurantsSports Clubs & Organizations,N/A
The Lodge at Giants Ridge,(218) 865-7170,N/A,N/A,RestaurantsResortsLodging,N/A
The Biwabik Pub,(218) 865-9983,N/A,N/A,RestaurantsBars,N/A
The Hive Coffee & Bakehouse,(218) 229-0001,N/A,N/A,RestaurantsCoffee & TeaCoffee Shops,N/A
Lake Street Bar & Grill,(218) 254-9851,N/A,N/A,RestaurantsBars,N/A
