Business Name,Phone,Street Address,Locality,Category,Rating
Engman Insurance Agency,(218) 741-4400,N/A,N/A,InsuranceAuto InsuranceFlood Insurance,N/A
"Cochems, John, AGT",(218) 749-4100,N/A,N/A,InsuranceAuto InsuranceHomeowners Insurance,N/A
Jack Butalla Agency Inc,(218) 741-0749,N/A,N/A,InsuranceHealth InsuranceInsurance Consultants & Analysts,N/A
Up North Title Inc,(218) 749-1031,N/A,N/A,InsuranceAbstractersTitle & Mortgage Insurance,N/A
"Furlong, Patrick, CLTC",(800) 777-8461,N/A,N/A,InsuranceInvestment Advisory ServiceInvestments,N/A
"Jon Krog Agency, Inc.",(218) 749-4225,N/A,N/A,InsuranceAuto InsuranceBusiness & Commercial Insurance,N/A
Ben Eastman - Thrivent,(218) 780-1824,N/A,N/A,InsuranceLife InsuranceFinancial Planning Consultants,N/A
Herbert Smart - Thrivent,(218) 208-7080,N/A,N/A,InsuranceInvestment Advisory ServiceFinancial Planners,N/A
Andrew Jordan - Thrivent,(218) 749-0742,N/A,N/A,InsuranceInvestment Advisory ServiceFinancial Planners,N/A
Hendrickson Financial Services,(218) 749-3720,N/A,N/A,InsuranceInvestment SecuritiesFinancial Planning Consultants,N/A
J Derek,(218) 741-8164,N/A,N/A,InsuranceAuto Insurance,N/A
Kasner Bialke Bottoms Financial Services,(218) 749-1730,N/A,N/A,InsuranceFinancial Planning ConsultantsInvestment Advisory Service,N/A
Auto-Owners Insurance Co,(218) 741-4400,N/A,N/A,InsuranceAuto Insurance,N/A
Westby Betty,(218) 741-6959,N/A,N/A,InsuranceInsurance Consultants & Analysts,N/A
Vermillion Financial Services,(218) 741-2595,N/A,N/A,InsuranceAnnuities & Retirement Insurance PlansLife Insurance,N/A
Hendrickson Financial Services,(218) 749-3720,N/A,N/A,InsuranceInvestment SecuritiesFinancial Planning Consultants,N/A
Thrivent Financial for Lutherans,(218) 749-0742,N/A,N/A,InsuranceFinancial ServicesLife Insurance,N/A
Krog Insurance,(218) 749-4225,N/A,N/A,InsuranceAuto InsuranceFlood Insurance,N/A
All American Title,(218) 744-0810,N/A,N/A,InsuranceTitle CompaniesTitle & Mortgage Insurance,N/A
Blue Cross & Blue Shield,(218) 748-2700,N/A,N/A,InsuranceHealth Insurance,N/A
Samuelson Mary,(218) 749-2001,N/A,N/A,InsuranceAuto Insurance,N/A
Thrivent Financial,(218) 749-0742,N/A,N/A,InsuranceInvestment Advisory ServiceAnnuities & Retirement Insurance Plans,N/A
UnitedHealthcare,(855) 828-8942,N/A,N/A,"InsuranceDental InsuranceHospitalization, Medical & Surgical Plans",N/A
Liberty Mutual,(800) 906-8949,N/A,N/A,InsuranceAuto InsuranceHomeowners Insurance,
Aspire Insurance,(218) 741-0000,N/A,N/A,InsuranceBusiness & Commercial Insurance,
Hotakainen Ins,(218) 288-0382,N/A,N/A,Insurance,N/A
New York Life Insurance,(218) 744-3525,N/A,N/A,Insurance,N/A
Krog Insurance,(218) 749-4225,N/A,N/A,InsuranceAuto InsuranceFlood Insurance,N/A
All American Title,(218) 744-0810,N/A,N/A,InsuranceTitle CompaniesTitle & Mortgage Insurance,N/A
Blue Cross & Blue Shield,(218) 748-2700,N/A,N/A,InsuranceHealth Insurance,N/A
Samuelson Mary,(218) 749-2001,N/A,N/A,InsuranceAuto Insurance,N/A
Thrivent Financial,(218) 749-0742,N/A,N/A,InsuranceInvestment Advisory ServiceAnnuities & Retirement Insurance Plans,N/A
UnitedHealthcare,(855) 828-8942,N/A,N/A,"InsuranceDental InsuranceHospitalization, Medical & Surgical Plans",N/A
Liberty Mutual,(800) 906-8949,N/A,N/A,InsuranceAuto InsuranceHomeowners Insurance,
Aspire Insurance,(218) 741-0000,N/A,N/A,InsuranceBusiness & Commercial Insurance,
American Family Insurance - Kristin Pessenda Agency,(218) 744-2075,N/A,N/A,InsuranceHomeowners InsuranceLife Insurance,N/A
Mark Tuuri Insurance Agency,(218) 744-2213,N/A,N/A,InsuranceHomeowners InsuranceLife Insurance,N/A
Hotakainen Ins,(218) 288-0382,N/A,N/A,Insurance,N/A
New York Life Insurance,(218) 744-3525,N/A,N/A,Insurance,N/A
Farm Bureau Life,(218) 741-6992,N/A,N/A,InsuranceInsurance AdjustersHomeowners Insurance,N/A
Liberty Mutual Insurance,(877) 321-9085,N/A,N/A,InsuranceProperty & Casualty InsuranceHomeowners Insurance,N/A
Farmers Insurance - Jonathan Foster,(218) 744-1205,N/A,N/A,InsuranceHomeowners InsuranceLife Insurance,N/A
Muhich Investment & Trust,(218) 744-2929,N/A,N/A,InsuranceMutual FundsAnnuities & Retirement Insurance Plans,N/A
"Due North Financial, LLC",(218) 744-2929,N/A,N/A,InsuranceFinancial Planning ConsultantsInvestment Advisory Service,N/A
"Johnson, Kristin, AGT",(218) 744-2075,N/A,N/A,InsuranceAuto InsuranceHomeowners Insurance,N/A
A Joel,(218) 744-1205,N/A,N/A,InsuranceAuto Insurance,N/A
E Muhich Paul Chfc,(218) 744-2929,N/A,N/A,InsuranceFinancial PlannersMutual Funds,N/A
Delta Dental of Mn,(218) 748-2000,N/A,N/A,InsuranceDental Insurance,N/A
Patrick Francisco & Associates,(218) 722-0508,N/A,N/A,"InsuranceFinancial Planning ConsultantsEstate Planning, Probate, & Living Trusts",N/A
American Home Shield,(888) 303-0918,N/A,N/A,InsuranceHomeowners InsuranceProperty & Casualty Insurance,N/A
Humana,(218) 744-2166,N/A,N/A,InsuranceHealth Insurance,N/A
Hotakainen Ins,(218) 865-6320,N/A,N/A,Insurance,N/A
Bankers Life & Casualty Co,(218) 749-3949,N/A,N/A,InsuranceRecreational Vehicle InsuranceLong Term Care Insurance,N/A
Minnesota State Offices A,(218) 744-7452,N/A,N/A,InsuranceState GovernmentGovernment Offices,N/A
Farmers Insurance - Jenifer Ivanca,(218) 274-7925,N/A,N/A,InsuranceHomeowners InsuranceLife Insurance,N/A
VanBaak Agency,(218) 208-0340,N/A,N/A,InsuranceAuto InsuranceLife Insurance,N/A
VanBaak Agency,(218) 254-4812,N/A,N/A,InsuranceLife InsuranceHealth Insurance,N/A
Aflac,(218) 229-3811,N/A,N/A,Insurance,N/A
American Family Insurance - Thomas Cramer,(218) 229-3811,N/A,N/A,InsuranceAuto InsuranceHomeowners Insurance,N/A
East Range Reliable Agency,(218) 229-3868,N/A,N/A,Insurance,N/A
Norshor Agency Aurora,(218) 229-0234,N/A,N/A,Insurance,N/A
"Van Baak, Gary J, AGT",(218) 254-4812,N/A,N/A,InsuranceFlood InsuranceBusiness & Commercial Insurance,N/A
Cramer Thomas,(218) 229-3811,N/A,N/A,InsuranceAuto Insurance,N/A
P Thomas,(218) 229-3811,N/A,N/A,InsuranceAuto Insurance,N/A
M Jenifer,(218) 254-3422,N/A,N/A,InsuranceAuto Insurance,N/A
Farmers Insurance - Sara Gray,(218) 208-0180,N/A,N/A,InsuranceMotorcycle InsuranceBoat & Marine Insurance,N/A
Severson Financial Strategies & Investments LLC,(218) 262-4339,N/A,N/A,InsuranceLife InsuranceHealth Insurance,N/A
Tower-Soudan Insurance Agency Inc,(218) 300-0251,N/A,N/A,InsuranceElectriciansBicycle Shops,N/A
Reliable Insurance Agency,(218) 216-7401,N/A,N/A,InsuranceLife InsuranceAuto Insurance,N/A
EZ Excavating,(218) 504-4101,N/A,N/A,"InsuranceGlass-Auto, Plate, Window, EtcLodging",N/A
Grand Ely Lodge,(218) 504-4081,N/A,N/A,InsuranceMasonry ContractorsCarpet & Rug Dealers,
Ely Community Pharmacy,(218) 504-4026,N/A,N/A,InsuranceLoansStone Products,
Brandau Plumbing and Heating,(218) 504-4071,N/A,N/A,InsuranceHome Health ServicesAutomobile Body Repairing & Painting,N/A
Joe's Marine and Repair Inc,(218) 504-4091,N/A,N/A,InsuranceChurches & Places of WorshipHair Stylists,N/A
Rapids Insurance Agency,(218) 326-3058,N/A,N/A,InsuranceLife InsuranceHealth Insurance,N/A
Horace Mann Insurance Co,(218) 520-0813,N/A,N/A,InsuranceInvestmentsMutual Funds,N/A
Reliable Insurance Agency,(218) 216-6904,N/A,N/A,InsuranceProperty & Casualty InsuranceAuto Insurance,N/A
