Business Name,Phone,Street Address,Locality,Category,Rating
One Hundred Twenty Five Canal St Realty - CLOSED,(646) 590-9091,N/A,N/A,Lodging,N/A
First Choice Paging,(201) 626-3566,N/A,N/A,Paging & Signaling Equipment,N/A
Page One Electronics Co,(201) 432-8111,N/A,N/A,Cellular Telephone Service,N/A
First Choice Beepers,(718) 346-6724,N/A,N/A,Paging & Signaling Equipment,N/A
Page 1 Construction,(347) 350-5297,N/A,N/A,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,N/A
First Page Solutions Inc,(718) 761-2569,N/A,N/A,Internet Marketing & AdvertisingAdvertising AgenciesMarketing Consultants,N/A
First Page System,(347) 492-3000,N/A,N/A,Advertising-Aerial,N/A
First Page,(347) 462-2684,N/A,N/A,Mortgages,N/A
First Page System,(347) 587-1020,N/A,N/A,Advertising Agencies,N/A
Page One,(973) 614-8000,N/A,N/A,N/A,N/A
Page One,(973) 614-8000,N/A,N/A,N/A,N/A
Page 2 Cell,(212) 488-1600,N/A,N/A,Telecommunications-Equipment & Supply,N/A
Charlotte 2 Hotel Operator,(212) 245-7846,N/A,N/A,Lodging,N/A
Hotel 32 32 New York,(646) 692-3760,N/A,N/A,HotelsLodging,N/A
42 & 10 Hotel - CLOSED,N/A,N/A,N/A,LodgingMotels,N/A
H 2 Hospitality Group,(212) 532-2990,N/A,N/A,Hotel & Motel Management,N/A
Mobile Guru 2,(212) 321-0362,N/A,N/A,Cellular Telephone ServiceCommunications ServicesTelecommunications Services,
Wireless on 72nd,(212) 362-6063,N/A,N/A,Cellular Telephone Equipment & SuppliesCellular Telephone Service,N/A
Blue 2 Communication,(212) 334-5356,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & Service,N/A
Two Roads Hospitality,(646) 650-3306,N/A,N/A,Lodging,N/A
52 Irving Place,(212) 254-0190,N/A,N/A,Lodging,N/A
203 E Seventy Two Street Corp,(212) 535-5211,N/A,N/A,Lodging,N/A
West 72nd Street Wireless,(212) 799-3513,N/A,N/A,Wireless Communication,N/A
92nd Street Y De Hirsch Residence,(212) 415-5650,N/A,N/A,Hostels,N/A
2nd Ave Wireless Inc,(646) 869-0435,N/A,N/A,Wireless Communication,N/A
Fast Page 2 Inc,(718) 205-7243,N/A,N/A,Wireless Communication,N/A
42 Hotel,(718) 493-4242,N/A,N/A,Lodging,N/A
Homes 2 Hotel Inc,(718) 768-0587,N/A,N/A,Home Builders,N/A
Home 2 Sweet,(732) 388-5500,N/A,N/A,Hotels,N/A
One Forty Two Wireless,(201) 395-0400,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & Service,N/A
Escalon 2 Communications Corp,(718) 871-7848,N/A,N/A,Cellular Telephone Service,N/A
Mobile 22,(718) 387-5700,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
Mobile 22 inc,(718) 230-0031,N/A,N/A,Cellular Telephone Equipment & SuppliesWireless CommunicationCellular Telephone Service,N/A
Cell 2 Go,(201) 918-6275,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & ServiceCellular Telephone Equipment & Supplies,N/A
Compucell 2,(718) 621-1114,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
The Mobile People 2,(718) 533-6333,N/A,N/A,Cellular Telephone Service,N/A
Singh Wireless 2 Inc,(718) 998-5200,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & ServiceWireless Communication,N/A
2 P Agency,(347) 587-2800,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
Wong Communication 2 Corp,(551) 580-7556,N/A,N/A,Telephone Equipment & Systems-Repair & ServiceCellular Telephone Equipment & Supplies,N/A
Kids Inn 2,(718) 332-0066,N/A,N/A,Bed & Breakfast & Inns,N/A
USA Wireless 2,(973) 623-7476,N/A,N/A,Cellular Telephone Service,N/A
"33 Hotel, New York City, Seaport",(212) 766-6600,N/A,N/A,HotelsLodgingMotels,N/A
Metro Three Hotel,(212) 473-3500,N/A,N/A,Hotels,N/A
Hospitality 3,(212) 951-2202,N/A,N/A,Hotel & Motel Management,N/A
3 West Club,(212) 582-5454,N/A,N/A,HotelsLodgingRestaurants,N/A
23 Lexington Associates,(212) 475-1920,N/A,N/A,Hotels,N/A
Inn On 23rd,(212) 463-0330,N/A,N/A,HotelsLodgingBed & Breakfast & Inns,N/A
Eight Hundred Ninety Three,(646) 398-9663,N/A,N/A,MotelsLodging,N/A
Wli Third Avenue Inc,(212) 481-6088,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
106 W 83 - CLOSED,(212) 799-5299,N/A,N/A,LodgingMotels,N/A
Page 73 Productions Inc,(718) 398-2099,N/A,N/A,Motion Picture Producers & Studios,N/A
3 H Communications Inc,(201) 963-7700,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
Agi Wireless 3,(201) 850-1358,N/A,N/A,Wireless Communication,N/A
M & I Electronics 3,(201) 356-9066,N/A,N/A,Consumer ElectronicsWireless Communication,N/A
Third I Sea,(347) 240-3944,N/A,N/A,LodgingMotels,N/A
House on 3rd Street,(718) 788-7171,N/A,N/A,Lodging,N/A
A Three A Wireless of Ny,(347) 422-0115,N/A,N/A,Cellular Telephone Service,N/A
Cellular 23 Inc,(718) 282-2323,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
Surfside 3 Motel,(718) 641-8400,N/A,N/A,MotelsLodging,N/A
Three Hundred Ninety Six Wireless Inc,(347) 577-0007,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & Service,N/A
2855 3rd Ave Inc,(718) 585-5550,N/A,N/A,Wireless Communication,N/A
El Tarjeton Three,(201) 917-5179,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
Voice Zone Inc 3,(917) 681-3905,N/A,N/A,Cellular Telephone Service,N/A
Metro 3 Wireless Inc,(718) 206-2205,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & Service,N/A
BK Wireless 3,(718) 868-8500,N/A,N/A,Cellular Telephone Service,N/A
3rd Avenue Wireless,(917) 473-7877,N/A,N/A,Cellular Telephone Equipment & SuppliesCellular Telephone ServiceWireless Communication,N/A
Rave PCS of Irvington One Hundred Three,(973) 900-9785,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
Cellnation Of Ronnie 3,(516) 442-1720,N/A,N/A,Cellular Telephone Service,N/A
Third Base International,(732) 759-8626,N/A,N/A,Cellular Telephone ServiceTelephone CompaniesTelephone Equipment & Systems-Repair & Service,N/A
3 Village Inn,(631) 751-0339,N/A,N/A,Lodging,N/A
Four Seasons Hotel New York Downtown,(646) 880-1999,N/A,N/A,HotelsLodgingApartments,N/A
SoHo 54 Hotel,(212) 226-6288,N/A,N/A,HotelsLodging,N/A
34th Hotel Ventures,(212) 695-4161,N/A,N/A,Hotels,N/A
Four Seasons Hotel Costa Rica,(212) 980-0101,N/A,N/A,Hotels,N/A
Four Points by Sheraton New York Downtown,(212) 273-9388,N/A,N/A,HotelsLodging,N/A
Four Points by Sheraton Manhattan SoHo Village,(212) 229-9988,N/A,N/A,HotelsLodging,N/A
Four Seasons,(212) 758-5700,N/A,N/A,HotelsLodgingApartments,N/A
Bar 54,(646) 364-1234,N/A,N/A,HotelsBarsTaverns,N/A
Four Seasons,(212) 754-9494,N/A,N/A,HotelsApartmentsLodging,N/A
Four Seasons,(212) 281-7622,N/A,N/A,HotelsApartmentsLodging,N/A
Four Seasons,(212) 268-6239,N/A,N/A,HotelsLodgingApartments,N/A
F Gc 37 West 24,(212) 242-3401,N/A,N/A,Hotels,N/A
Four Points Times Square,(212) 967-8585,N/A,N/A,HotelsLodging,N/A
Soho 54,(212) 226-6288,N/A,N/A,Lodging,N/A
Fourth Street Inn,(212) 505-8100,N/A,N/A,Bed & Breakfast & InnsLodging,N/A
Four Points by Sheraton Midtown - Times Square,(917) 587-9900,N/A,N/A,Lodging,N/A
4 West 31st Street Studios,(212) 268-2900,N/A,N/A,Lodging,N/A
Direct Wireless 4,(917) 225-7369,N/A,N/A,Cellular Telephone Equipment & SuppliesCellular Telephone Service,N/A
Four Seasons Resorts Nevis,(212) 935-4955,N/A,N/A,ResortsLodging,N/A
All 4 Dance Performing Arts Studio,(973) 226-0300,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & ServicePaging & Signaling Equipment,N/A
Four Points by Sheraton,(718) 786-8500,N/A,N/A,HotelsLodging,N/A
Four Seasons,(718) 693-7996,N/A,N/A,HotelsApartmentsLodging,N/A
Four Seasons,(347) 533-8437,N/A,N/A,HotelsApartmentsLodging,N/A
Four Seasons,(718) 848-3300,N/A,N/A,HotelsApartmentsLodging,N/A
Four Seasons,(718) 998-7666,N/A,N/A,HotelsApartmentsLodging,N/A
Four Seasons,(347) 713-1400,N/A,N/A,HotelsLodgingApartments,N/A
Four Seasons,(973) 256-8043,N/A,N/A,HotelsApartmentsLodging,N/A
Four Seasons At Great Notch,(973) 237-0125,N/A,N/A,Hotels,N/A
Four Seasons,(718) 998-7666,N/A,N/A,HotelsApartmentsLodging,N/A
Four Seasons,(718) 297-8100,N/A,N/A,HotelsApartmentsLodging,N/A
The Hotel At Fifth Avenue,(212) 736-1600,N/A,N/A,LodgingBed & Breakfast & Inns,N/A
Cassa Hotel NY 45th Street,(212) 302-8700,N/A,N/A,HotelsLodging,N/A
45 Times Square Hotel,(212) 354-2323,N/A,N/A,HotelsLodging,N/A
The Fifth Avenue Hotel,(212) 231-9400,N/A,N/A,HotelsWedding Chapels & CeremoniesLodging,N/A
U Hotel Fifth Avenue,(212) 213-3388,N/A,N/A,HotelsLodgingBed & Breakfast & Inns,N/A
Clarion Hotel 5th Avenue,(212) 447-1500,N/A,N/A,HotelsLodging,N/A
Hilton Garden Inn New York/West 35th Street,(212) 594-3310,N/A,N/A,HotelsLodging,N/A
DoubleTree by Hilton New York Midtown Fifth Ave,(212) 262-3200,N/A,N/A,HotelsWedding Reception Locations & ServicesMeeting & Event Planning Services,N/A
"The Langham, New York, Fifth Avenue",(212) 695-4005,N/A,N/A,LodgingHotels,N/A
Andaz 5th Avenue,(212) 601-1234,N/A,N/A,HotelsRestaurantsLodging,N/A
Citadines Connect Fifth Avenue New York,(212) 302-9088,N/A,N/A,HotelsLodging,N/A
Hilton Club The Central at 5th New York,(646) 869-8900,N/A,N/A,Hotel & Motel ManagementHotelsLodging,N/A
5th & 55th Residence Club,(877) 280-3363,N/A,N/A,ResortsHotelsLodging,N/A
Level 5,(212) 699-2410,N/A,N/A,Hotels,N/A
Bungalow 5 Inc,(212) 947-1500,N/A,N/A,Hotels,N/A
Club Wyndham Midtown 45,(212) 867-5100,N/A,N/A,LodgingResortsHotels,N/A
"Le Méridien New York, Fifth Avenue",(212) 239-6808,N/A,N/A,Lodging,N/A
Hyatt Centric Midtown 5th Avenue New York,(212) 755-1234,N/A,N/A,Lodging,N/A
Andaz 5th Avenue - A Concept by Hyatt,(212) 601-1234,N/A,N/A,Lodging,N/A
CDL West 45th Street,(212) 789-7560,N/A,N/A,Lodging,N/A
570 Fifth Ave Partners,(646) 366-8342,N/A,N/A,Lodging,N/A
One Hundred Twenty Five Canal St Realty - CLOSED,(646) 590-9091,N/A,N/A,Lodging,N/A
5 Star Paging & Cellular,(718) 573-7456,N/A,N/A,Cellular Telephone Equipment & SuppliesPaging & Signaling ServicePaging & Signaling Equipment,N/A
95 Page Ave Pizza Inc,(718) 351-3900,N/A,N/A,PizzaTake Out RestaurantsRestaurants,N/A
Hotel Ninety Five - JFK Airport,(718) 291-4000,N/A,N/A,HotelsLodging,N/A
Hotel Ninety Five Fordham / St. Barnabas Hospital,(718) 220-5420,N/A,N/A,Lodging,N/A
Hotel Ninety Five Jfk Airport,(718) 291-4000,N/A,N/A,HotelsLodging,N/A
Five Star Premier Residences of Teaneck,(201) 836-3634,N/A,N/A,Retirement CommunitiesAssisted Living & Elder Care ServicesRetirement Apartments & Hotels,N/A
Five Towns Motor Inn,(516) 371-2600,N/A,N/A,MotelsHotelsLodging,N/A
Five Star Premier Residences of Yonkers,(914) 423-2200,N/A,N/A,Retirement CommunitiesAssisted Living & Elder Care ServicesRetirement Apartments & Hotels,N/A
Casamia 36 Hotel,(212) 967-7206,N/A,N/A,Lodging,N/A
Fifty Sixth Street Hotel,(212) 757-7371,N/A,N/A,HotelsLodging,N/A
56 Street Hotel,(212) 586-5656,N/A,N/A,Hotels,N/A
Metro Six Hotel Limited Liability Company,(212) 747-9244,N/A,N/A,HotelsLodging,N/A
Studio 6,(212) 944-2510,N/A,N/A,Hotels,N/A
VillageCare at 46 & Ten,(212) 977-4600,N/A,N/A,Retirement CommunitiesRetirement Apartments & HotelsResidential Care Facilities,N/A
6 Columbus,(212) 204-3000,N/A,N/A,Hotels,N/A
Oakwood Residence Sixth Avenue,(212) 682-9550,N/A,N/A,Hotels-ApartmentLodging,N/A
Studio 6 - CLOSED,(212) 941-1537,N/A,N/A,Hotels,N/A
Motel 6,(646) 590-0797,N/A,N/A,MotelsLodging,N/A
6 Shore Road,(480) 970-2114,N/A,N/A,Lodging,N/A
6 Columbus,(212) 204-3000,N/A,N/A,Lodging,N/A
Sixth Ave Wireless Inc,(212) 964-3141,N/A,N/A,Wireless Communication,N/A
96th Wythe Hotel,(929) 421-4650,N/A,N/A,Hotels,N/A
Motel 6,(718) 774-0018,N/A,N/A,MotelsHotelsLodging,N/A
Studio 6,(908) 273-3600,N/A,N/A,Hotels,N/A
Studio 6,(914) 337-0088,N/A,N/A,Hotels,N/A
Motel 6,(732) 981-9200,N/A,N/A,MotelsHotelsLodging,
Motel 6,(732) 390-4545,N/A,N/A,MotelsLodgingHotels,N/A
Studio 6,(732) 238-3330,N/A,N/A,Hotels,N/A
Motel 6,(732) 238-3330,N/A,N/A,MotelsHotelsLodging,N/A
6 Miles Mobile,(917) 966-1066,N/A,N/A,Cellular Telephone ServiceComputers & Computer Equipment-Service & Repair,N/A
86 Wireless,(718) 232-5371,N/A,N/A,Cellular Telephone Service,N/A
Motel 6,(908) 353-1365,N/A,N/A,MotelsLodging,N/A
Three Hundred Ninety Six Wireless Inc,(347) 577-0007,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & Service,N/A
Premium Wireless Of 86,(718) 266-6662,N/A,N/A,Wireless Communication,N/A
Cell Tech Wireless 6 Inc,(718) 376-1300,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & Service,N/A
Motel 6,(732) 828-8001,N/A,N/A,MotelsLodging,N/A
Motel 6,(914) 592-5300,N/A,N/A,MotelsLodging,N/A
"Hotel 57 by LuxUrban, Trademark Collection by Wyndham",(212) 753-8841,N/A,N/A,Lodging,N/A
Renaissance® New York Hotel 57,(212) 753-8841,N/A,N/A,Hotels,N/A
No. 7 Sub @ Plaza Hotel,(646) 755-3228,N/A,N/A,Hotels,N/A
F Gc 37 West 24,(212) 242-3401,N/A,N/A,Hotels,N/A
Terrilee 97 St,(212) 222-0226,N/A,N/A,HotelsLodging,N/A
Hilton Club West 57th Street New York,(212) 379-0103,N/A,N/A,HotelsLodging,N/A
Holiday Inn Midtown 57th St,(917) 587-9900,N/A,N/A,Lodging,N/A
485 Seventh Avenue Associates,(212) 564-2140,N/A,N/A,Lodging,N/A
Terrilee Ninety Seven STREET,(212) 222-0226,N/A,N/A,MotelsLodging,N/A
"7th, Ave Wirless",(212) 281-2141,N/A,N/A,Cellular Telephone Service,N/A
High Tech One Forty Seven,(646) 669-8187,N/A,N/A,Telephone Equipment & Systems-Repair & ServiceCellular Telephone Equipment & Supplies,N/A
7 Days Hotel Bronx,(718) 822-2434,N/A,N/A,Lodging,N/A
Seven Days Suites,(718) 421-0786,N/A,N/A,HotelsLodging,N/A
7 Wireless,(718) 567-0100,N/A,N/A,Cellular Telephone Service,N/A
Generation Seven Inc,(718) 298-2707,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & ServiceCellular Telephone Equipment & Supplies,N/A
Seven Star Wireless Inc.,(718) 618-0035,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & ServiceCellular Telephone Equipment & Supplies,N/A
Alnabil 87,(347) 591-5210,N/A,N/A,Lodging,N/A
Ama Wireless 7,(973) 450-4131,N/A,N/A,Cellular Telephone ServiceWireless Communication,N/A
Seventh Street Travel,(516) 739-2929,N/A,N/A,Travel AgenciesLodgingCruises,N/A
Wireless Twenty Four Seven,(516) 277-1336,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
Triple 7 Cellular,(845) 358-1145,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & Service,N/A
Cell Tech Wireless 7 Inc. - CLOSED,N/A,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
Page 88,(201) 256-1346,N/A,N/A,Publishers-Periodical,N/A
Ink 48 Hotel,(212) 757-0088,N/A,N/A,Hotels,N/A
RPH Hotels 48 St Owner,(212) 246-2289,N/A,N/A,Hotels,N/A
Kore 58 Hotel Manhattan New York City,(917) 386-6159,N/A,N/A,Hotels,N/A
370 8th Ave Group,(212) 594-5246,N/A,N/A,HotelsLodging,N/A
P6 Sbco 48 St NYC Lodging,(212) 980-1003,N/A,N/A,Hotel & Motel Management,N/A
Super 8 Motel,(212) 719-2300,N/A,N/A,MotelsLodging,N/A
GLSC 48 Special,(212) 582-0693,N/A,N/A,Lodging,N/A
Ink Forty Eight,(212) 757-3056,N/A,N/A,Lodging,N/A
Mermaid 88,(212) 799-2334,N/A,N/A,Lodging,N/A
28 East Wireless,(212) 348-4442,N/A,N/A,Cellular Telephone ServiceWireless Communication,N/A
Priya 98 Enterprise II,(646) 684-4846,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & Service,N/A
Eight Hundred Ninety Three,(646) 398-9663,N/A,N/A,MotelsLodging,N/A
Korman Communities 58 St,(212) 593-6129,N/A,N/A,MotelsLodging,N/A
Super 8 by Wyndham Long Island City LGA Hotel,(718) 304-0547,N/A,N/A,MotelsLodging,
Metro Eight Hotel,(718) 528-8300,N/A,N/A,HotelsLodging,N/A
Metro Eight Hotel,(718) 528-8300,N/A,N/A,HotelsLodging,N/A
Super 8 Motels Inc,(973) 753-6000,N/A,N/A,Hotel & Motel ManagementLodging,N/A
Super 8 by Wyndham Nyack NY,(845) 353-3880,N/A,N/A,HotelsLodgingMotels,N/A
Super 8,(800) 536-9326,N/A,N/A,MotelsLodging,N/A
Super 8 Motel,(718) 534-0451,N/A,N/A,MotelsLodging,N/A
Super 8 by Wyndham North Bergen NJ/NYC Area,(201) 255-7768,N/A,N/A,MotelsLodging,
Super 8 by Wyndham Brooklyn Williamsburg,(718) 540-9925,N/A,N/A,MotelsLodging,N/A
Super 8 by Wyndham Brooklyn Pennsylvania Ave,(718) 719-5082,N/A,N/A,MotelsLodging,N/A
Super 8 Motel,(347) 422-0651,N/A,N/A,MotelsLodging,N/A
28th Con,(718) 729-3638,N/A,N/A,Lodging,N/A
8 A Bed Bugs,(201) 558-0559,N/A,N/A,Bed & Breakfast & Inns,N/A
Super Eight Motel,(718) 932-2100,N/A,N/A,Motels,N/A
8 San Shui Music Inc,(718) 567-3339,N/A,N/A,Lodging,N/A
Super 8 by Wyndham Meadowlands,(201) 355-0996,N/A,N/A,MotelsLodging,N/A
The Pod Hotel 39,(212) 865-5700,N/A,N/A,Mexican RestaurantsBarsTaverns,N/A
Hotel 99,(212) 222-2294,N/A,N/A,HotelsHotels-ApartmentLodging,N/A
Mayfair New York Hotel On 49th Street,(212) 586-0300,N/A,N/A,N/A,N/A
29 Street Hotel,(212) 686-5806,N/A,N/A,HotelsMotels,N/A
Park 79 Hotel,(212) 787-3300,N/A,N/A,N/A,N/A
Park 79,(212) 787-3300,N/A,N/A,HotelsLodging,N/A
578 Ninth Avenue Associates,(212) 563-2864,N/A,N/A,HotelsLodging,N/A
new york hostel 99,(212) 996-9800,N/A,N/A,Hostels,
Mmg 29,(212) 564-0994,N/A,N/A,Lodging,N/A
Local 69 Hotel Restauran and Bartenders International Union,(201) 330-1222,N/A,N/A,Family Style RestaurantsRestaurants,N/A
Nine Wall Street Corp,(732) 936-0760,N/A,N/A,Retirement Apartments & Hotels,N/A
"Akter 99 Cents & Up, Inc",(347) 771-0648,N/A,N/A,Cellular Telephone Service,N/A
99 Cents & Up Inc,(718) 220-9121,N/A,N/A,Cellular Telephone ServiceWireless Communication,N/A
Lodge Lfu 9,(845) 517-4519,N/A,N/A,Lodging,N/A
42 & 10 Hotel - CLOSED,N/A,N/A,N/A,LodgingMotels,N/A
VillageCare at 46 & Ten,(212) 977-4600,N/A,N/A,Retirement CommunitiesRetirement Apartments & HotelsResidential Care Facilities,N/A
10th Floor Lounge,(877) 803-1111,N/A,N/A,Lodging,N/A
Ten Ten Wireless Inc,(718) 267-8874,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & Service,N/A
Ecuasur Wireless Ten,(908) 219-4289,N/A,N/A,Cellular Telephone Service,N/A
Ten Broecks Shanty Inn,(732) 583-9220,N/A,N/A,Bed & Breakfast & Inns,N/A
11 Howard,(212) 235-1111,N/A,N/A,HotelsLodgingConvention Services & Facilities,N/A
"11 Howard, New York, A Member of Design Hotelstm",(212) 235-1111,N/A,N/A,Lodging,N/A
I11 Tech Inc.,(718) 635-1018,N/A,N/A,Cellular Telephone ServiceCellular Telephone Equipment & Supplies,N/A
Cell Tech Wireless 11 Inc,(718) 336-7600,N/A,N/A,Cellular Telephone Equipment & SuppliesWireless CommunicationCellular Telephone Service,N/A
One Eleven Wireless,(718) 480-1878,N/A,N/A,Cellular Telephone ServiceCellular Telephone Equipment & SuppliesTelephone Equipment & Systems-Repair & Service,N/A
Brick City 11,(201) 968-5858,N/A,N/A,Cellular Telephone Service,N/A
12 Street Hotel,(718) 361-5939,N/A,N/A,Hotels,N/A
Ama Wireless 13,(201) 433-0212,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & Service,N/A
14 Street Wireless,(212) 229-9388,N/A,N/A,Cellular Telephone Equipment & Supplies,N/A
Ama Wireless 15,(201) 641-2185,N/A,N/A,Cellular Telephone Service,N/A
Metro Sixteen Hotel I,(212) 260-2900,N/A,N/A,Lodging,N/A
Hotel Seventeen,(212) 475-2845,N/A,N/A,Hotels,N/A
Pump 17th Street,(212) 253-7676,N/A,N/A,Bed & Breakfast & Inns,N/A
Koreg 18th Ave Inc,(347) 492-3332,N/A,N/A,Cellular Telephone Service,N/A
Cell Tech Wireless 18 Inc,(718) 769-6399,N/A,N/A,Cellular Telephone ServiceTelephone Equipment & Systems-Repair & ServiceCellular Telephone Equipment & Supplies,N/A
