Business Name,Phone,Street Address,Locality,Category,Rating
The John Kipp House,(281) 334-3636,N/A,N/A,Hotels,N/A
South Shore Harbour Resort & Conference Center,(281) 334-1000,N/A,N/A,Hotels,N/A
Country Inns & Suites,(409) 750-7010,N/A,N/A,HotelsMeeting & Event Planning ServicesConvention Services & Facilities,N/A
Hampton Inn & Suites Galveston,(409) 744-5600,N/A,N/A,HotelsLodgingBanquet Halls & Reception Facilities,N/A
Courtyard by Marriott,(409) 497-2850,N/A,N/A,HotelsLodgingCorporate Lodging,N/A
Gal-Tex Hotel Corp,(409) 763-8536,N/A,N/A,HotelsLodging,N/A
Knights Inn Galveston,(409) 762-0664,N/A,N/A,HotelsMeeting & Event Planning ServicesMotels,N/A
Galvestons Red Victorian Quilting Retreats,(713) 530-9757,N/A,N/A,HotelsWedding Reception Locations & ServicesScrapbooking,
"The Tremont House, A Wyndham Grand Hotel",(409) 763-0300,N/A,N/A,Hotels,
Passport Inn & Suites,(281) 334-4855,N/A,N/A,HotelsMotelsBed & Breakfast & Inns,N/A
SpringHill Suites by Marriott Houston/NASA/Seabrook/Kemah,(281) 474-3456,N/A,N/A,HotelsLodging,N/A
Courtyard by Marriott,(281) 334-0003,N/A,N/A,HotelsLodgingCorporate Lodging,N/A
Boardwalk Inn,(281) 334-9880,N/A,N/A,HotelsWedding Chapels & CeremoniesLodging,N/A
Fairfield Inn & Suites,(281) 967-8490,N/A,N/A,HotelsLodgingMeeting & Event Planning Services,N/A
Hampton Inn & Suites Houston/League City,(281) 614-5437,N/A,N/A,HotelsLodgingCorporate Lodging,N/A
Courtyard by Marriott,(281) 333-0220,N/A,N/A,HotelsLodgingCorporate Lodging,N/A
The John Kipp House,(281) 334-3636,N/A,N/A,Hotels,N/A
Hilton Hotels & Resorts,(281) 333-9300,N/A,N/A,HotelsLodging,N/A
Hampton Inn by Hilton,(281) 332-7952,N/A,N/A,HotelsLodgingCorporate Lodging,N/A
South Shore Harbour Resort & Conference Center,(281) 334-1000,N/A,N/A,Hotels,N/A
Microtel Inn & Suites by Wyndham Houston,(281) 532-5254,N/A,N/A,HotelsLodging,N/A
La Quinta,(281) 326-7300,N/A,N/A,HotelsLodgingMeeting & Event Planning Services,N/A
Hampton Inn Houston NASA-Johnson Space Center,(281) 532-9200,N/A,N/A,HotelsLodgingCorporate Lodging,
InTown Suites,(281) 554-9552,N/A,N/A,HotelsCorporate Lodging,N/A
Extended Stay America - Houston - NASA - Johnson Space Center,(281) 333-9494,N/A,N/A,HotelsLodgingCorporate Lodging,N/A
Bostonian Hotel,(409) 986-5051,N/A,N/A,HotelsMotelsLodging,
America's Best Value Inn,(409) 744-0400,N/A,N/A,HotelsMotelsLodging,N/A
Sleep Inn & Suites Galveston Island,(409) 220-3946,N/A,N/A,HotelsMotelsLodging,N/A
Rodeway Inn,(409) 740-2491,N/A,N/A,HotelsMotelsLodging,N/A
Mandolin Pier Extended Stay Apartments,(281) 339-3143,N/A,N/A,HotelsCorporate LodgingApartments,N/A
Motel 6,(409) 740-3794,N/A,N/A,HotelsMotelsLodging,N/A
Comfort Inn & Suites Beachfront,(409) 741-8888,N/A,N/A,HotelsMotelsLodging,
Days Inn by Wyndham Kemah,(281) 336-0236,N/A,N/A,HotelsMotelsLodging,N/A
Bayside Motel,(281) 559-2161,N/A,N/A,HotelsMotelsLodging,N/A
Days Inn by Wyndham Dickinson TX,(281) 713-6318,N/A,N/A,HotelsMotelsLodging,N/A
The Villas at The San Luis Resort,(800) 445-0090,N/A,N/A,HotelsResortsWedding Chapels & Ceremonies,N/A
"Island Inn By OYO Galveston Beach, TX",(646) 661-6144,N/A,N/A,HotelsMotelsLodging,N/A
The Lasker Inn,(409) 497-4318,N/A,N/A,HotelsBed & Breakfast & InnsLodging,N/A
Days Inn & Suites by Wyndham Galveston West/Seawall,(409) 877-7643,N/A,N/A,HotelsMotelsLodging,N/A
Americas Best Value Inn & Suites - Texas City/La Marque,(409) 986-9777,N/A,N/A,HotelsMotelsLodging,N/A
Avenue O Bed & Breakfast,(409) 457-4255,N/A,N/A,HotelsBed & Breakfast & InnsLodging,N/A
Red Roof Inn,(409) 750-9400,N/A,N/A,HotelsMotelsLodging,N/A
Comfort Inn & Suites,(409) 763-5000,N/A,N/A,HotelsMotelsLodging,N/A
Comfort Suites,(409) 741-9977,N/A,N/A,HotelsMotelsLodging,N/A
Econo Lodge,(409) 750-9400,N/A,N/A,HotelsMotelsLodging,N/A
Comfort Inn & Suites,(409) 763-5000,N/A,N/A,HotelsMotelsLodging,N/A
Motel 6 Galveston - Franchise,(409) 740-3000,N/A,N/A,HotelsMotelsLodging,N/A
Red Roof Inn,(409) 740-1261,N/A,N/A,HotelsMotelsLodging,N/A
Days Inn,(409) 740-3050,N/A,N/A,HotelsMotelsLodging,N/A
Travel Inn By OYO La Marque Texas City I-45,(323) 315-0759,N/A,N/A,HotelsLodging,N/A
Galveston Bay Inn,(281) 559-1915,N/A,N/A,HotelsBed & Breakfast & InnsLodging,N/A
Days Inn,(281) 538-0077,N/A,N/A,HotelsMotelsLodging,N/A
Comfort Suites,(409) 741-9977,N/A,N/A,HotelsMotelsLodging,N/A
Victorian Inn Bed & Breakfast,(409) 762-3235,N/A,N/A,HotelsBed & Breakfast & Inns,N/A
The Galvestonian,(409) 765-6161,N/A,N/A,HotelsCondominium ManagementCondominiums,N/A
A B Sea Resorts Sales & Rentals,(409) 740-1245,N/A,N/A,HotelsReal Estate ManagementReal Estate Rental Service,
Kemah Escape,(281) 334-4141,N/A,N/A,HotelsCorporate LodgingLodging,
Seaside Inn,(281) 334-4141,N/A,N/A,HotelsBed & Breakfast & InnsLodging,N/A
Quality Inn & Suites Seabrook- NASA- Kemah,(281) 326-7200,N/A,N/A,HotelsMotels,N/A
Days Inn,(281) 471-4040,N/A,N/A,HotelsMotelsLodging,N/A
Comfort Inn,(281) 332-1001,N/A,N/A,HotelsMotelsLodging,N/A
Baymont Inn & Suites,(281) 326-3301,N/A,N/A,HotelsBed & Breakfast & Inns,N/A
Nassau Bay Hilton Inn,(281) 333-1336,N/A,N/A,HotelsBed & Breakfast & Inns,N/A
Old Parsonage Guest House,(713) 206-1105,N/A,N/A,HotelsCottagesLodging,N/A
Captain Inn & Suites,(281) 326-3301,N/A,N/A,HotelsMotelsLodging,N/A
